"","Player","Country","Start","End","Matches","Innings","Dismissals","Caught","CaughtFielder","CaughtBehind","Stumped","MaxDismissalsInnings"
"853","AI Kallicharran ","West Indies",1973,1981,31,31,8,8,8,0,0,2
"854","SC Khanna ","India",1979,1984,10,9,8,4,0,4,4,3
"855","GF Labrooy ","Sri Lanka",1986,1992,44,44,8,8,8,0,0,1
"856","W Larkins ","England",1979,1991,25,25,8,8,8,0,0,1
"857","NAM McLean ","West Indies",1996,2003,45,45,8,8,8,0,0,2
"858","Manjural Islam ","Bangladesh",1999,2003,34,34,8,8,8,0,0,1
"859","VJ Marks ","England",1980,1988,34,34,8,8,8,0,0,1
"860","Mirwais Ashraf ","Afghanistan",2009,2016,46,45,8,8,8,0,0,2
"861","Mohammad Akram ","Pakistan",1995,2000,23,21,8,8,8,0,0,2
"862","Mohammad Amir ","Pakistan",2009,2019,61,60,8,8,8,0,0,2
"863","S Mukuddem ","Bermuda",2006,2007,20,20,8,8,8,0,0,1
"864","AD Mullally ","England",1996,2001,50,49,8,8,8,0,0,2
"865","L Ngidi ","South Africa",2018,2020,26,26,8,8,8,0,0,2
"866","CM Old ","England",1973,1981,32,32,8,8,8,0,0,2
"867","DR Parry ","West Indies",1978,1980,6,6,8,8,8,0,0,2
"868","KR Pushpakumara ","Sri Lanka",1994,1999,31,31,8,8,8,0,0,3
"869","EC Rainsford ","Zimbabwe",2004,2010,39,39,8,8,8,0,0,2
"870","SLV Raju ","India",1990,1996,53,52,8,8,8,0,0,1
"871","MR Ramprakash ","England",1991,2001,18,18,8,8,8,0,0,2
"872","MJR Rindel ","South Africa",1994,1999,22,22,8,8,8,0,0,2
"873","IH Romaine ","Bermuda",2006,2009,35,35,8,8,8,0,0,2
"874","PADLR Sandakan ","Sri Lanka",2016,2020,24,24,8,8,8,0,0,2
"875","Sarfraz Nawaz ","Pakistan",1973,1984,45,45,8,8,8,0,0,1
"876","TL Seifert ","New Zealand",2019,2019,3,3,8,7,0,7,1,4
"877","Shadab Khan ","Pakistan",2017,2019,43,43,8,8,8,0,0,1
"878","Shafiul Islam ","Bangladesh",2010,2020,60,60,8,8,8,0,0,2
"879","L Siaka ","Papau New Guinea",2014,2019,25,25,8,8,8,0,0,2
"880","SB Smith ","Australia",1983,1985,28,27,8,8,8,0,0,1
"881","IS Sodhi ","New Zealand",2015,2020,33,32,8,8,8,0,0,2
"882","Syed Rasel ","Bangladesh",2005,2010,52,52,8,8,8,0,0,2
"883","SW Tait ","Australia",2007,2011,35,35,8,8,8,0,0,2
"884","Tapash Baisya ","Bangladesh",2002,2007,56,56,8,8,8,0,0,1
"885","SR Taylor ","United States of America",2019,2020,12,12,8,8,8,0,0,2
"886","SR Thompson ","Ireland",2013,2017,20,19,8,8,8,0,0,1
"887","N Vanua ","Papau New Guinea",2014,2019,23,23,8,8,8,0,0,2
"888","MRJ Veletta ","Australia",1987,1989,20,20,8,8,7,1,0,3
"889","DM Wellham ","Australia",1981,1987,17,17,8,8,8,0,0,2
"890","LR Williams ","West Indies",1996,2001,15,15,8,8,8,0,0,2
"891","KJ Wright ","Australia",1979,1979,5,5,8,8,0,8,0,2
"892","KJ Abbott ","South Africa",2013,2016,28,27,7,7,7,0,0,2
"893","Abdur Rehman ","Pakistan",2006,2014,31,31,7,7,7,0,0,2
"894","PR Adams ","South Africa",1996,2003,24,24,7,7,7,0,0,2
"895","Al Sahariar ","Bangladesh",1999,2003,29,29,7,7,7,0,0,2
"896","Asif Iqbal ","Pakistan",1973,1979,10,10,7,7,7,0,0,2
"897","KBJ Azad ","India",1980,1986,25,24,7,7,7,0,0,2
"898","GEF Barnett ","Canada",2006,2010,22,22,7,7,7,0,0,1
"899","DE Bernard ","West Indies",2003,2010,20,19,7,7,7,0,0,1
"900","IS Billcliff ","Canada",2003,2009,19,19,7,7,7,0,0,2
"901","D Bishoo ","West Indies",2011,2019,42,41,7,7,7,0,0,1
"902","GS Blewett ","Australia",1995,1999,32,32,7,7,7,0,0,2
"903","JL Carter ","West Indies",2015,2019,33,32,7,7,7,0,0,2
"904","NM Coulter-Nile ","Australia",2013,2019,32,32,7,7,7,0,0,1
"905","CD de Lange ","Scotland",2016,2017,13,13,7,7,7,0,0,3
"906","TBM de Leede ","Netherlands",1996,2007,29,29,7,7,7,0,0,2
"907","JL Denly ","England",2009,2020,16,16,7,7,7,0,0,2
"908","AIC Dodemaide ","Australia",1988,1993,24,24,7,7,7,0,0,2
"909","MG Erasmus ","Namibia",2019,2020,8,8,7,7,7,0,0,2
"910","CJ Ferguson ","Australia",2009,2011,30,29,7,7,7,0,0,2
"911","SR Gillespie ","New Zealand",1986,1988,19,19,7,7,7,0,0,2
"912","G Goudie ","Scotland",2008,2013,16,16,7,7,7,0,0,2
"913","AW Greig ","England",1972,1977,22,21,7,7,7,0,0,3
"914","R Gunasekera ","Canada",2008,2014,19,19,7,7,7,0,0,2
"915","GM Hamilton ","Scotland",1999,2010,38,38,7,6,6,0,1,1
"916","AS Hansra ","Canada",2010,2014,24,24,7,7,7,0,0,1
"917","MN Hart ","New Zealand",1994,2002,13,13,7,7,7,0,0,2
"918","DL Hemp ","Bermuda",2006,2009,22,22,7,7,7,0,0,3
"919","AG Huckle ","Zimbabwe",1997,1999,19,19,7,7,7,0,0,2
"920","Humayun Farhat ","Pakistan",2001,2001,5,5,7,4,0,4,3,3
"921","KAD Hurdle ","Bermuda",2006,2007,19,19,7,7,7,0,0,1
"922","Imam-ul-Haq ","Pakistan",2017,2019,37,36,7,7,7,0,0,1
"923","Jahurul Islam ","Bangladesh",2010,2013,14,14,7,7,3,4,0,3
"924","NG Jones ","Ireland",2010,2011,14,14,7,7,7,0,0,2
"925","S Randiv ","Sri Lanka",2009,2016,31,30,7,7,7,0,0,1
"926","SHT Kandamby ","Sri Lanka",2004,2014,39,38,7,7,7,0,0,2
"927","P Khadka ","Nepal",2018,2020,10,10,7,7,7,0,0,3
"928","Khawar Ali ","Oman",2019,2020,11,11,7,7,7,0,0,2
"929","Kuldeep Yadav ","India",2017,2020,60,59,7,7,7,0,0,1
"930","NR Kumar ","Canada",2010,2014,16,16,7,7,7,0,0,2
"931","RN Lewis ","West Indies",1997,2009,28,28,7,7,7,0,0,1
"932","NM Lyon ","Australia",2012,2019,29,29,7,7,7,0,0,2
"933","PD McGlashan ","New Zealand",2009,2009,4,4,7,7,0,7,0,3
"934","CJ McKay ","Australia",2009,2014,59,59,7,7,7,0,0,3
"935","CS Martin ","New Zealand",2001,2008,20,19,7,7,7,0,0,1
"936","SW Masakadza ","Zimbabwe",2010,2014,16,16,7,7,7,0,0,3
"937","Mehrab Hossain jnr ","Bangladesh",2006,2009,18,18,7,7,7,0,0,1
"938","Mohammad Mithun ","Bangladesh",2014,2020,27,27,7,7,7,0,0,2
"939","VV Morea ","Papau New Guinea",2014,2018,13,13,7,7,7,0,0,2
"940","CT Mutombodzi ","Zimbabwe",2013,2020,14,14,7,7,7,0,0,3
"941","B Muzarabani ","Zimbabwe",2018,2018,18,18,7,7,7,0,0,2
"942","Naimur Rahman ","Bangladesh",1995,2002,29,29,7,7,7,0,0,2
"943","J Nyumbu ","Zimbabwe",2014,2015,19,19,7,7,7,0,0,2
"944","NN Odhiambo ","Kenya",2006,2014,69,69,7,7,7,0,0,1
"945","PP Ojha ","India",2008,2012,18,18,7,7,7,0,0,3
"946","E Otieno ","Kenya",2007,2014,26,26,7,7,7,0,0,2
"947","MK Pandey ","India",2015,2020,26,26,7,7,7,0,0,1
"948","BJ Patel ","Kenya",2001,2006,31,31,7,7,7,0,0,1
"949","H Patel ","Canada",2009,2013,23,22,7,7,7,0,0,2
"950","SR Patel ","England",2008,2013,36,36,7,7,7,0,0,2
"951","NS Poonia ","Scotland",2006,2009,21,20,7,7,7,0,0,2
"952","S Prasanna ","Sri Lanka",2011,2019,40,40,7,7,7,0,0,1
"953","C Pringle ","New Zealand",1990,1995,64,64,7,7,7,0,0,1
"954","SMA Priyanjan ","Sri Lanka",2013,2015,23,23,7,7,7,0,0,1
"955","DJ Reekers ","Netherlands",2006,2009,19,19,7,7,7,0,0,2
"956","KW Richardson ","Australia",2013,2020,25,25,7,7,7,0,0,2
"957","BG Rogers ","Zimbabwe",2002,2005,15,15,7,7,7,0,0,1
"958","V Shankar ","India",2019,2019,12,12,7,7,7,0,0,1
"959","C Sharma ","India",1983,1994,65,64,7,7,7,0,0,1
"960","SK Sharma ","India",1988,1990,23,23,7,7,7,0,0,2
"961","M Sheikh ","Kenya",1997,2000,21,21,7,7,7,0,0,1
"962","L Sivaramakrishnan ","India",1985,1987,16,16,7,7,7,0,0,3
"963","GC Small ","England",1987,1992,53,53,7,7,7,0,0,2
"964","RP Snell ","South Africa",1991,1996,42,42,7,7,7,0,0,1
"965","Sohag Gazi ","Bangladesh",2012,2014,20,20,7,7,7,0,0,2
"966","TB Sole ","Scotland",2018,2019,10,10,7,7,7,0,0,2
"967","S Sreesanth ","India",2005,2011,53,52,7,7,7,0,0,1
"968","WF Stelling ","Netherlands",2006,2007,15,15,7,7,7,0,0,1
"969","ES Szwarczynski ","Netherlands",2006,2014,41,41,7,7,7,0,0,1
"970","Taskin Ahmed ","Bangladesh",2014,2017,32,31,7,7,7,0,0,1
"971","CJ Tavare ","England",1980,1984,29,29,7,7,7,0,0,2
"972","JWA Taylor ","England",2011,2015,27,27,7,7,7,0,0,3
"973","AC Voges ","Australia",2007,2013,31,31,7,7,7,0,0,2
"974","DF Watts ","Scotland",2006,2011,36,35,7,7,7,0,0,2
"975","VJ Wells ","England",1999,1999,9,9,7,7,7,0,0,3
"976","Aftab Alam ","Afghanistan",2010,2019,27,27,6,6,6,0,0,2
"977","AC Agar ","Australia",2015,2020,13,13,6,6,6,0,0,1
"978","FA Allen ","West Indies",2018,2020,14,13,6,6,6,0,0,2
"979","Ashfaq Ahmed ","United Arab Emirates",2018,2019,16,16,6,6,6,0,0,2
"980","IDR Bradshaw ","West Indies",2004,2007,62,62,6,6,6,0,0,1
"981","JP Bray ","Ireland",2006,2007,15,15,6,6,5,1,0,2
"982","AD Brown ","England",1996,2001,16,16,6,6,6,0,0,2
"983","DG Brownlie ","New Zealand",2012,2017,16,16,6,6,6,0,0,1
"984","Mudassar Bukhari ","Netherlands",2007,2014,46,46,6,6,6,0,0,1
"985","LJ Burger ","Namibia",2003,2003,6,6,6,6,6,0,0,3
"986","DJ Callaghan ","South Africa",1992,2000,29,28,6,6,6,0,0,2
"987","DJ Capel ","England",1987,1990,23,23,6,6,6,0,0,2
"988","TL Chatara ","Zimbabwe",2013,2019,70,70,6,6,6,0,0,1
"989","S Chattergoon ","West Indies",2006,2009,18,17,6,6,6,0,0,2
"990","TS Chisoro ","Zimbabwe",2015,2018,18,17,6,6,6,0,0,2
"991","GR Codrington ","Canada",2006,2007,17,17,6,6,6,0,0,1
"992","DG Cork ","England",1992,2002,32,32,6,6,6,0,0,2
"993","CD Cumming ","New Zealand",2003,2009,13,13,6,6,6,0,0,2
"994","WM Darling ","Australia",1978,1982,18,17,6,6,6,0,0,3
"995","TN de Grooth ","Netherlands",2006,2013,34,34,6,6,6,0,0,1
"996","AM de Silva ","Sri Lanka",1986,1993,4,4,6,4,0,4,2,3
"997","EAR de Silva ","Sri Lanka",1986,1992,28,28,6,6,6,0,0,2
"998","T Duffin ","Zimbabwe",2006,2007,23,23,6,6,6,0,0,1
"999","PH Edmonds ","England",1977,1987,29,29,6,6,6,0,0,2
"1000","Enamul Haque ","Bangladesh",1990,2002,29,29,6,6,6,0,0,3
"1001","N Pradeep ","Sri Lanka",2012,2020,45,44,6,6,6,0,0,2
"1002","WIA Fernando ","Sri Lanka",2016,2020,18,18,6,6,6,0,0,2
"1003","G Fowler ","England",1983,1986,26,26,6,4,2,2,2,3
"1004","AD Gaekwad ","India",1975,1987,15,14,6,6,6,0,0,1
"1005","MR Gillespie ","New Zealand",2006,2009,32,31,6,6,6,0,0,2
"1006","Hamza Tariq ","Canada",2011,2014,7,7,6,5,0,5,1,2
"1007","RJ Harris ","Australia",2009,2012,21,21,6,6,6,0,0,1
"1008","Harvinder Singh ","India",1997,2001,16,16,6,6,6,0,0,1
"1009","Hasibul Hossain ","Bangladesh",1995,2004,32,32,6,6,6,0,0,2
"1010","UC Hathurusingha ","Sri Lanka",1992,1999,35,35,6,6,6,0,0,1
"1011","VA Holder ","West Indies",1973,1978,12,12,6,6,6,0,0,1
"1012","BC Hollioake ","England",1997,2002,20,20,6,6,6,0,0,1
"1013","MG Hughes ","Australia",1988,1993,33,33,6,6,6,0,0,1
"1014","Ikram Alikhil ","Afghanistan",2019,2019,12,11,6,3,0,3,3,2
"1015","Imtiaz Abbasi ","United Arab Emirates",1994,1996,7,7,6,4,0,4,2,2
"1016","RC Irani ","England",1996,2003,31,31,6,6,6,0,0,1
"1017","WR James ","Zimbabwe",1992,1996,11,11,6,6,3,3,0,2
"1018","TP Kamungozi ","Zimbabwe",2006,2015,14,14,6,6,6,0,0,2
"1019","AY Karim ","Kenya",1996,2003,34,34,6,6,6,0,0,1
"1020","Karim Sadiq ","Afghanistan",2009,2016,24,24,6,6,6,0,0,2
"1021","Khurram Khan ","United Arab Emirates",2004,2015,16,16,6,6,6,0,0,2
"1022","CL King ","West Indies",1976,1980,18,18,6,6,6,0,0,1
"1023","JK Lever ","England",1976,1982,22,22,6,6,6,0,0,2
"1024","DK Liyanage ","Sri Lanka",1992,2001,16,16,6,6,6,0,0,2
"1025","NB Mahwire ","Zimbabwe",2004,2006,23,23,6,6,6,0,0,2
"1026","Manjural Islam Rana ","Bangladesh",2003,2006,25,25,6,6,6,0,0,1
"1027","JJ Martin ","India",1999,2001,10,10,6,6,6,0,0,3
"1028","Mehrab Hossain ","Bangladesh",1998,2003,18,18,6,6,6,0,0,2
"1029","Mohammad Naveed ","United Arab Emirates",2014,2019,39,39,6,6,6,0,0,1
"1030","JFM Morrison ","New Zealand",1975,1983,18,18,6,6,6,0,0,2
"1031","Mujeeb Ur Rahman ","Afghanistan",2017,2019,40,39,6,6,6,0,0,1
"1032","Mushfiqur Rahman ","Bangladesh",2000,2004,28,28,6,6,6,0,0,1
"1033","MV Nagamootoo ","West Indies",2000,2002,24,24,6,6,6,0,0,1
"1034","A Nao ","Papau New Guinea",2017,2019,13,13,6,6,6,0,0,2
"1035","Nazmul Hossain ","Bangladesh",2004,2012,38,38,6,6,6,0,0,1
"1036","SN Netravalkar ","United States of America",2019,2020,13,13,6,6,6,0,0,3
"1037","JO Ngoche ","Kenya",2010,2013,17,17,6,6,6,0,0,1
"1038","ML Nkala ","Zimbabwe",1998,2006,50,50,6,6,6,0,0,1
"1039","AH Omarshah ","Zimbabwe",1983,1996,28,28,6,6,6,0,0,2
"1040","SD Outerbridge ","Bermuda",2006,2009,23,23,6,6,6,0,0,1
"1041","LS Pascoe ","Australia",1977,1982,29,29,6,6,6,0,0,1
"1042","TRO Payne ","West Indies",1984,1987,7,7,6,6,4,2,0,2
"1043","VD Philander ","South Africa",2007,2015,30,28,6,6,6,0,0,2
"1044","N Pokana ","Papau New Guinea",2017,2019,14,14,6,6,6,0,0,3
"1045","D Pretorius ","South Africa",2016,2019,22,22,6,6,6,0,0,2
"1046","AJ Pycroft ","Zimbabwe",1983,1992,20,20,6,6,6,0,0,2
"1047","CG Rackemann ","Australia",1983,1991,52,52,6,6,6,0,0,1
"1048","Rameez Shahzad ","United Arab Emirates",2016,2018,15,15,6,6,6,0,0,1
"1049","BA Reid ","Australia",1986,1992,61,61,6,6,6,0,0,2
"1050","AME Roberts ","West Indies",1975,1983,56,56,6,6,6,0,0,1
"1051","RT Robinson ","England",1984,1988,26,26,6,6,6,0,0,2
"1052","FA Rose ","West Indies",1997,2000,27,27,6,6,6,0,0,1
"1053","Sandeep Goud ","Oman",2019,2020,11,11,6,6,6,0,0,2
"1054","Shabir Noori ","Afghanistan",2010,2016,10,10,6,6,6,0,0,2
"1055","Sharjeel Khan ","Pakistan",2013,2017,25,25,6,6,6,0,0,1
"1056","AK Sharma ","India",1988,1993,31,31,6,6,6,0,0,2
"1057","MM Sharma ","India",2013,2015,26,25,6,6,6,0,0,1
"1058","RJ Sidebottom ","England",2001,2010,25,25,6,6,6,0,0,1
"1059","EO Simons ","South Africa",1994,1995,23,23,6,6,6,0,0,1
"1060","TAM Siriwardana ","Sri Lanka",2015,2019,27,26,6,6,6,0,0,2
"1061","ZE Surkari ","Canada",2008,2011,23,22,6,6,6,0,0,1
"1062","RML Taylor ","Scotland",2013,2016,15,15,6,6,6,0,0,2
"1063","Tushar Imran ","Bangladesh",2001,2007,41,41,6,6,6,0,0,1
"1064","Umar Amin ","Pakistan",2010,2018,16,16,6,6,6,0,0,2
"1065","DL Underwood ","England",1973,1982,26,26,6,6,6,0,0,2
"1066","AV Vadher ","Kenya",1997,1999,18,18,6,6,6,0,0,2
"1067","LP van Troost ","Netherlands",2002,2007,23,23,6,6,6,0,0,1
"1068","Y Venugopal Rao ","India",2005,2006,16,16,6,6,6,0,0,2
"1069","R Vinay Kumar ","India",2010,2013,31,31,6,6,6,0,0,2
"1070","MHN Walker ","Australia",1974,1981,17,17,6,6,6,0,0,1
"1071","MRJ Watt ","Scotland",2016,2019,27,27,6,6,6,0,0,1
"1072","AGD Wickremasinghe ","Sri Lanka",1992,1993,4,4,6,2,0,2,4,3
"1073","B Wood ","England",1972,1982,13,13,6,6,6,0,0,2
"1074","Yasir Shah ","Pakistan",2011,2019,25,25,6,6,6,0,0,2
"1075","Zeeshan Maqsood ","Oman",2019,2020,11,11,6,6,6,0,0,2
"1076","Abdul Shakoor ","United Arab Emirates",2015,2018,3,3,5,4,2,2,1,3
"1077","GI Allott ","New Zealand",1997,2000,31,31,5,5,5,0,0,1
"1078","Anshuman Rath ","Hong Kong",2014,2018,18,18,5,5,5,0,0,1
"1079","Arafat Sunny ","Bangladesh",2014,2015,16,16,5,5,5,0,0,1
"1080","V Aravind ","United Arab Emirates",2019,2020,6,6,5,4,0,4,1,3
"1081","Arshad Ayub ","India",1987,1990,32,32,5,5,5,0,0,1
"1082","Asif Ali ","Pakistan",2018,2019,18,17,5,5,5,0,0,1
"1083","JT Ball ","England",2016,2018,18,18,5,5,5,0,0,3
"1084","CA Best ","West Indies",1986,1992,24,23,5,5,5,0,0,2
"1085","U Bhatti ","Canada",2006,2010,36,35,5,5,5,0,0,1
"1086","SL Boock ","New Zealand",1978,1987,14,13,5,5,5,0,0,1
"1087","G Boycott ","England",1971,1981,36,35,5,5,5,0,0,3
"1088","DH Brain ","Zimbabwe",1992,1995,23,23,5,5,5,0,0,2
"1089","RD Brown ","Zimbabwe",1983,1987,7,7,5,5,5,0,0,2
"1090","RJ Campbell ","Australia",2002,2002,2,2,5,4,0,4,1,3
"1091","IM Chappell ","Australia",1971,1980,16,16,5,5,5,0,0,2
"1092","PKD Chase ","Ireland",2015,2018,25,24,5,5,5,0,0,2
"1093","NG Cowans ","England",1983,1985,23,23,5,5,5,0,0,1
"1094","CE Cuffy ","West Indies",1994,2002,41,41,5,5,5,0,0,1
"1095","WW Daniel ","West Indies",1978,1984,18,18,5,5,5,0,0,1
"1096","SP Davis ","Australia",1986,1988,39,39,5,5,5,0,0,1
"1097","MH Dekker ","Zimbabwe",1992,1996,23,23,5,5,5,0,0,1
"1098","JW Dernbach ","England",2011,2013,24,24,5,5,5,0,0,2
"1099","DS de Silva ","Sri Lanka",1975,1985,41,41,5,5,5,0,0,1
"1100","PWH de Silva ","Sri Lanka",2017,2020,15,15,5,5,5,0,0,2
"1101","K Doriga ","Papau New Guinea",2017,2019,14,14,5,4,1,3,1,1
"1102","VC Drakes ","West Indies",1995,2004,34,34,5,5,5,0,0,1
"1103","GD Drummond ","Scotland",2007,2013,30,29,5,5,5,0,0,1
"1104","H Durham ","Bermuda",2006,2006,9,9,5,5,5,0,0,2
"1105","GN Edwards ","New Zealand",1976,1981,6,6,5,5,3,2,0,2
"1106","RMS Eranga ","Sri Lanka",2011,2016,19,18,5,5,5,0,0,2
"1107","SM Ervine ","Zimbabwe",2001,2004,42,42,5,5,5,0,0,1
"1108","Faheem Ashraf ","Pakistan",2017,2019,23,22,5,5,5,0,0,1
"1109","SE Findlay ","West Indies",2008,2009,9,9,5,5,5,0,0,2
"1110","ARC Fraser ","England",1989,1999,42,42,5,5,5,0,0,1
"1111","RS Gavaskar ","India",2004,2004,11,11,5,5,5,0,0,2
"1112","AFG Griffith ","West Indies",1996,2000,9,9,5,5,5,0,0,2
"1113","Hamid Hassan ","Afghanistan",2009,2019,38,37,5,5,5,0,0,1
"1114","BR Hartland ","New Zealand",1992,1994,16,16,5,5,5,0,0,1
"1115","JW Hastings ","Australia",2010,2017,29,29,5,5,5,0,0,2
"1116","RC Haynes ","West Indies",1989,1991,8,8,5,5,5,0,0,2
"1117","EE Hemmings ","England",1982,1991,33,33,5,5,5,0,0,1
"1118","M Hendrick ","England",1973,1981,22,22,5,5,5,0,0,1
"1119","RS Higgins ","Zimbabwe",2006,2006,11,11,5,5,5,0,0,1
"1120","PJC Hoffmann ","Scotland",2006,2007,18,17,5,5,5,0,0,1
"1121","MJ Hoggard ","England",2001,2006,26,26,5,5,5,0,0,1
"1122","PJ Hughes ","Australia",2013,2014,25,25,5,5,3,2,0,2
"1123","RO Hurley ","West Indies",2003,2004,9,9,5,5,5,0,0,2
"1124","Imran Haider ","United Arab Emirates",2017,2019,20,20,5,5,5,0,0,1
"1125","Jatinder Singh ","Oman",2019,2020,11,11,5,5,5,0,0,1
"1126","WS Jayantha ","Sri Lanka",2004,2004,17,17,5,5,5,0,0,1
"1127","HAPW Jayawardene ","Sri Lanka",2003,2007,6,6,5,4,0,4,1,2
"1128","TE Jesty ","England",1983,1983,10,10,5,5,5,0,0,2
"1129","VB John ","Sri Lanka",1982,1987,45,45,5,5,5,0,0,1
"1130","MO Jones ","Bermuda",2006,2007,12,12,5,5,5,0,0,3
"1131","RJ Kirtley ","England",2001,2004,11,11,5,5,5,0,0,1
"1132","Krishna Chandran ","United Arab Emirates",2014,2016,12,12,5,5,5,0,0,2
"1133","BP Kruger ","Netherlands",2010,2011,5,5,5,5,5,0,0,3
"1134","BM Laird ","Australia",1979,1982,23,23,5,5,5,0,0,1
"1135","D Langford-Smith ","Ireland",2006,2008,22,21,5,5,5,0,0,2
"1136","KS Lokuarachchi ","Sri Lanka",2003,2007,21,21,5,5,5,0,0,1
"1137","GI Maiden ","Scotland",2010,2011,7,7,5,5,0,5,0,3
"1138","JS Malhotra ","United States of America",2019,2019,5,5,5,4,0,4,1,2
"1139","GA Manou ","Australia",2009,2009,4,4,5,5,0,5,0,3
"1140","A Mishra ","India",2003,2016,36,35,5,5,5,0,0,1
"1141","Mohammad Asif (Asia/PAK)",NA,2005,2010,38,36,5,5,5,0,0,2
"1142","Mohammad Hussain ","Pakistan",1997,1998,14,13,5,5,5,0,0,2
"1143","Mohammad Nawaz (3) ","Pakistan",2016,2019,15,15,5,5,5,0,0,2
"1144","Mohammad Tauqir ","United Arab Emirates",2004,2015,11,11,5,5,5,0,0,2
"1145","MD Moxon ","England",1985,1988,8,8,5,5,5,0,0,2
"1146","AN Petersen ","South Africa",2006,2013,21,21,5,5,5,0,0,1
"1147","N Pothas ","South Africa",2000,2000,3,3,5,4,0,4,1,3
"1148","Qaiser Ali ","Canada",2006,2008,17,17,5,5,5,0,0,2
"1149","JF Reid ","New Zealand",1980,1986,25,23,5,5,5,0,0,1
"1150","DM Richards ","West Indies",2009,2010,8,8,5,5,5,0,0,2
"1151","Sadiq Mohammad ","Pakistan",1973,1980,19,19,5,5,5,0,0,2
"1152","MAR Samarasekera ","Sri Lanka",1983,1994,39,39,5,5,5,0,0,2
"1153","BS Sandhu ","India",1982,1984,22,21,5,5,5,0,0,1
"1154","Shahadat Hossain ","Bangladesh",2006,2013,51,51,5,5,5,0,0,1
"1155","Shahriar Hossain ","Bangladesh",1997,2004,20,20,5,5,5,0,0,1
"1156","T Shamsi ","South Africa",2016,2020,22,21,5,5,5,0,0,2
"1157","Shapoor Zadran ","Afghanistan",2009,2019,44,44,5,5,5,0,0,1
"1158","Sharafuddin Ashraf ","Afghanistan",2014,2019,17,17,5,5,5,0,0,3
"1159","JJ Smit ","Namibia",2019,2020,8,8,5,5,5,0,0,2
"1160","JN Snape ","England",2001,2002,10,10,5,5,5,0,0,2
"1161","CA Soper ","Papau New Guinea",2016,2019,20,20,5,5,5,0,0,2
"1162","ELR Stewart ","South Africa",1993,2002,6,6,5,5,0,5,0,2
"1163","MR Swart ","Netherlands",2011,2014,12,12,5,5,5,0,0,2
"1164","J Theron (SA/USA)",NA,2010,2020,13,13,5,5,5,0,0,2
"1165","I Udana ","Sri Lanka",2012,2020,18,18,5,5,5,0,0,2
"1166","Wajahatullah Wasti ","Pakistan",1999,2000,15,15,5,5,5,0,0,1
"1167","BGK Walker ","New Zealand",2000,2002,11,11,5,5,5,0,0,1
"1168","B Warnapura ","Sri Lanka",1975,1982,12,12,5,5,5,0,0,2
"1169","SR Waters ","Kenya",2008,2011,20,20,5,5,5,0,0,2
"1170","CG Williams ","Namibia",2019,2020,8,8,5,5,5,0,0,2
"1171","GH Worker ","New Zealand",2015,2018,10,10,5,5,5,0,0,3
"1172","GN Yallop ","Australia",1978,1984,30,27,5,5,5,0,0,2
"1173","Ziaur Rahman ","Bangladesh",2013,2014,13,13,5,5,5,0,0,1
"1174","Adnan Mufti ","United Arab Emirates",2017,2018,18,18,4,4,4,0,0,1
"1175","Ahsan Malik ","Netherlands",2011,2014,12,12,4,4,4,0,0,2
"1176","DS Airee ","Nepal",2018,2020,10,10,4,4,4,0,0,1
"1177","Amir Hayat ","United Arab Emirates",2018,2019,9,9,4,4,4,0,0,1
"1178","Anwar Ali ","Pakistan",2013,2016,22,22,4,4,4,0,0,2
"1179","Aqib Ilyas ","Oman",2019,2020,11,11,4,4,4,0,0,2
"1180","JC Archer ","England",2019,2019,14,14,4,4,4,0,0,1
"1181","J Arun Lal ","India",1982,1989,13,13,4,4,4,0,0,1
"1182","Atiq-uz-Zaman ","Pakistan",2000,2000,3,3,4,3,0,3,1,3
"1183","AM Bacher ","South Africa",1997,2005,13,13,4,4,4,0,0,2
"1184","SB Bangar ","India",2002,2004,15,15,4,4,4,0,0,2
"1185","GD Barlow ","England",1976,1977,6,6,4,4,4,0,0,2
"1186","GJ Batty ","England",2002,2009,10,10,4,4,4,0,0,2
"1187","T Bavuma ","South Africa",2016,2020,6,5,4,4,4,0,0,2
"1188","AC Bedade ","India",1994,1994,13,12,4,4,4,0,0,1
"1189","BS Bedi ","India",1974,1979,10,10,4,4,4,0,0,3
"1190","KCG Benjamin ","West Indies",1992,1996,26,26,4,4,4,0,0,2
"1191","TL Best ","West Indies",2004,2014,26,26,4,4,4,0,0,1
"1192","BR Blair ","New Zealand",1982,1986,14,13,4,4,4,0,0,2
"1193","DR Brown (ENG/SCOT)",NA,1997,2007,25,25,4,4,4,0,0,1
"1194","HR Bryan ","West Indies",1999,1999,15,15,4,4,4,0,0,1
"1195","IP Butchart ","Zimbabwe",1983,1995,20,20,4,4,4,0,0,1
"1196","GD Campbell ","Australia",1989,1990,12,12,4,4,4,0,0,1
"1197","KED Carroll ","Ireland",2007,2007,6,6,4,4,4,0,0,2
"1198","PVD Chameera ","Sri Lanka",2015,2019,23,23,4,4,4,0,0,1
"1199","BB Chari ","Zimbabwe",2015,2019,11,10,4,3,2,1,1,2
"1200","DN Chudasama ","Kenya",1996,1999,20,20,4,4,4,0,0,1
"1201","ST Clarke ","West Indies",1978,1982,10,10,4,4,4,0,0,1
"1202","GJ Cosier ","Australia",1975,1979,9,8,4,4,4,0,0,2
"1203","TK Curran ","England",2017,2020,20,20,4,4,4,0,0,1
